gameid,msgTime,roundNum,role,contents,totalLength,thinksHuman,comments,ratePartner,nativeEnglish,numRawWords
9781-c,1459995468878,1,director,"1, i guess is the last one...like a person faing right kneeling with arms outstreched",1425771,yes,None.,loved,yes,15
9781-c,1459995496584,1,director,any questions?,1425771,yes,None.,loved,yes,2
9781-c,1459995544026,1,matcher,"not sure on 1, 4 and 11...trying to decide which ones are correct for those",1395629,yes,,liked,yes,15
9781-c,1459995595064,1,director,4 is roughtly square shaped with a diamond as a head,1425771,yes,None.,loved,yes,11
9781-c,1459995621521,1,matcher,ok got 4,1395629,yes,,liked,yes,3
9781-c,1459995660250,1,director,1 is the kneeling person...looks like they have harms streched forward....like a woman in a long dress,1425771,yes,None.,loved,yes,17
9781-c,1459995681110,1,matcher,ok i think i have that one right too.,1395629,yes,,liked,yes,9
9781-c,1459995682381,1,director,"but, the woman would have a reversed chest....",1425771,yes,None.,loved,yes,8
9781-c,1459995698308,1,matcher,ok lets try it out,1395629,yes,,liked,yes,5
9781-c,1459995704106,1,director,11 is the last one... like a person with bunny ears...ish,1425771,yes,None.,loved,yes,11
9781-c,1459995705161,1,director,ok,1425771,yes,None.,loved,yes,1
9781-c,1459995724577,1,director,go for it,1425771,yes,None.,loved,yes,3
9781-c,1459995733276,2,director,yay,1425771,yes,None.,loved,yes,1
9781-c,1459995747300,2,director,2 is the kneeling woman,1425771,yes,None.,loved,yes,5
9781-c,1459995755155,2,director,3 is the mouse facing left,1425771,yes,None.,loved,yes,6
9781-c,1459995771928,2,director,4 is a man with outsteched hands facing left,1425771,yes,None.,loved,yes,9
9781-c,1459995783278,2,director,5 is the square man,1425771,yes,None.,loved,yes,5
9781-c,1459995791746,2,director,6 is the rabbit facing right,1425771,yes,None.,loved,yes,6
9781-c,1459995799437,2,director,7 is the person on one leg,1425771,yes,None.,loved,yes,7
9781-c,1459995819795,2,director,"8 is the person on one leg, with no arms and flag out of back",1425771,yes,None.,loved,yes,15
9781-c,1459995839853,2,director,9 is the person sitting down facing left,1425771,yes,None.,loved,yes,8
9781-c,1459995850118,2,director,10 is the person with no arms or legs,1425771,yes,None.,loved,yes,9
9781-c,1459995870999,2,director,"11 is the person with arms outstreched, facing right and knees bent",1425771,yes,None.,loved,yes,12
9781-c,1459995879009,2,director,12 is ghost with no legs,1425771,yes,None.,loved,yes,6
9781-c,1459995902343,2,director,1 was the person with the three objects coming out them...they are facing left,1425771,yes,None.,loved,yes,14
9781-c,1459995966211,2,director,sorry my directions are not that great....i try my best :),1425771,yes,None.,loved,yes,11
9781-c,1459995979495,2,matcher,no big deal. i'll submit what i think :),1395629,yes,,liked,yes,9
9781-c,1459996012916,3,director,1 is woman kneeling facing right,1425771,yes,None.,loved,yes,6
9781-c,1459996026869,3,director,2 is person stading on one leg facing left.,1425771,yes,None.,loved,yes,9
9781-c,1459996037156,3,director,3 is peson with 3 objects sticking out of them,1425771,yes,None.,loved,yes,10
9781-c,1459996044593,3,director,4 is person with no arms or legs,1425771,yes,None.,loved,yes,8
9781-c,1459996052603,3,director,5 is the ghost with no legs,1425771,yes,None.,loved,yes,7
9781-c,1459996059799,3,matcher,whichever one 3 is I think I keep getting wrong,1395629,yes,,liked,yes,10
9781-c,1459996075117,3,director,"6 is the person on one leg, with flag sticking out of back",1425771,yes,None.,loved,yes,13
9781-c,1459996123428,3,director,"3 is wierd, it has a triangle coming out of the bottom right...like a person sitting down and facing left",1425771,yes,None.,loved,yes,20
9781-c,1459996132899,3,director,7 is the mouse facing left,1425771,yes,None.,loved,yes,6
9781-c,1459996139031,3,director,8 is the square person,1425771,yes,None.,loved,yes,5
9781-c,1459996154559,3,director,9 is the person sitting down facing left,1425771,yes,None.,loved,yes,8
9781-c,1459996160294,3,director,10 is the rabbit facing right,1425771,yes,None.,loved,yes,6
9781-c,1459996171118,3,director,11 is the man standing with arms out facing left,1425771,yes,None.,loved,yes,10
9781-c,1459996186270,3,director,12 is the man facing right with arms out facing right,1425771,yes,None.,loved,yes,11
9781-c,1459996195254,4,director,nice,1425771,yes,None.,loved,yes,1
9781-c,1459996208609,4,matcher,i think we need to speed up or the hit is going to expire...,1395629,yes,,liked,yes,14
9781-c,1459996212224,4,director,1 is the person with the triangle coming out...,1425771,yes,None.,loved,yes,9
9781-c,1459996214303,4,director,sam,1425771,yes,None.,loved,yes,1
9781-c,1459996216349,4,director,same,1425771,yes,None.,loved,yes,1
9781-c,1459996223874,4,director,2 is the person standing on one leg,1425771,yes,None.,loved,yes,8
9781-c,1459996235546,4,director,3 is the person with knees bent...facing right,1425771,yes,None.,loved,yes,8
9781-c,1459996238221,4,director,4 is the mouse,1425771,yes,None.,loved,yes,4
9781-c,1459996244726,4,director,5 is the no legs or arms,1425771,yes,None.,loved,yes,7
9781-c,1459996252374,4,director,6 is woman kneeling,1425771,yes,None.,loved,yes,4
9781-c,1459996258961,4,director,7 is ghost with no legs,1425771,yes,None.,loved,yes,6
9781-c,1459996269167,4,director,8 is the square person,1425771,yes,None.,loved,yes,5
9781-c,1459996271935,4,director,9,1425771,yes,None.,loved,yes,1
9781-c,1459996283036,4,director,9 is the rabbigt facing right,1425771,yes,None.,loved,yes,6
9781-c,1459996295336,4,director,10 is the person sitting facing lleft,1425771,yes,None.,loved,yes,7
9781-c,1459996302044,4,director,11 is the flag guy,1425771,yes,None.,loved,yes,5
9781-c,1459996310922,5,director,1 is mouse,1425771,yes,None.,loved,yes,3
9781-c,1459996325596,5,director,2 is man with hands outstreched facign left,1425771,yes,None.,loved,yes,8
9781-c,1459996335596,5,director,3 is man facing right knees bent,1425771,yes,None.,loved,yes,7
9781-c,1459996342540,5,director,4 is man sitting facing left,1425771,yes,None.,loved,yes,6
9781-c,1459996348121,5,director,5 is man on one leg,1425771,yes,None.,loved,yes,6
9781-c,1459996355129,5,director,6 is the man with no arms or legs,1425771,yes,None.,loved,yes,9
9781-c,1459996359293,5,director,7 is rabbit,1425771,yes,None.,loved,yes,3
9781-c,1459996364321,5,director,8 ghost,1425771,yes,None.,loved,yes,2
9781-c,1459996370250,5,director,9 kneeling person,1425771,yes,None.,loved,yes,3
9781-c,1459996376260,5,director,10 is flag carrier,1425771,yes,None.,loved,yes,4
9781-c,1459996386203,5,director,11 is the wierd one with triange,1425771,yes,None.,loved,yes,7
9781-c,1459996390241,6,director,12 is square,1425771,yes,None.,loved,yes,3
9781-c,1459996403012,6,director,1 is man facing left with arm outstreched,1425771,yes,None.,loved,yes,8
9781-c,1459996407290,6,director,2 is rabbit,1425771,yes,None.,loved,yes,3
9781-c,1459996409285,6,director,3 mouse,1425771,yes,None.,loved,yes,2
9781-c,1459996414810,6,director,4 is no arms or legs,1425771,yes,None.,loved,yes,6
9781-c,1459996423012,6,director,5 is man sitting facing left,1425771,yes,None.,loved,yes,6
9781-c,1459996426615,6,director,6 is square,1425771,yes,None.,loved,yes,3
9781-c,1459996429666,6,director,7 ghost,1425771,yes,None.,loved,yes,2
9781-c,1459996439639,6,director,8 is wierd triangle one,1425771,yes,None.,loved,yes,5
9781-c,1459996449310,6,director,9 is man standing on leg,1425771,yes,None.,loved,yes,6
9781-c,1459996453877,6,director,10 is kneeling person,1425771,yes,None.,loved,yes,4
9781-c,1459996460761,6,director,11 is flag carrier,1425771,yes,None.,loved,yes,4
0774-4,1459995604364,1,matcher,hello,4099156,yes,This was fun!,loved,yes,1
0774-4,1459995615062,1,director,hey,4189372,yes,great survey guys,loved,yes,1
0774-4,1459995637027,1,matcher,what does your number one picture look like?,4099156,yes,This was fun!,loved,yes,8
0774-4,1459995739039,1,director,IT has a pointy edge to the right that almost looks like arm. the left side has a smaller point,4189372,yes,great survey guys,loved,yes,20
0774-4,1459995813964,1,director,almost looks like a person leaning on a triangle,4189372,yes,great survey guys,loved,yes,9
0774-4,1459995863290,1,matcher,"Many look like people to me. I am unsure which one you are referring to. Is there a clear head , like a diamond?",4099156,yes,This was fun!,loved,yes,24
0774-4,1459995917375,1,director,yeah it has a diamond head,4189372,yes,great survey guys,loved,yes,6
0774-4,1459995946130,1,director,it looks like 2  diamonds,4189372,yes,great survey guys,loved,yes,5
0774-4,1459995979430,1,director,stacked on top of eachother,4189372,yes,great survey guys,loved,yes,5
0774-4,1459995994885,1,matcher,"ok, I think this is one should be the one which almost looks like pacman at bottom?",4099156,yes,This was fun!,loved,yes,17
0774-4,1459996046345,1,director,YEP!!! Good one,4189372,yes,great survey guys,loved,yes,3
0774-4,1459996069854,1,matcher,"ok, I moved it to spot one. What does your second one look like?",4099156,yes,This was fun!,loved,yes,14
0774-4,1459996112581,1,director,like someone holding a bowl to the left,4189372,yes,great survey guys,loved,yes,8
0774-4,1459996144569,1,matcher,"hmm, can you explain more? I don't see that in any of them.",4099156,yes,This was fun!,loved,yes,13
0774-4,1459996179426,1,matcher,I have one that looks like an ogre with a square on his back.,4099156,yes,This was fun!,loved,yes,14
0774-4,1459996208507,1,matcher,what shape is the bowl?,4099156,yes,This was fun!,loved,yes,5
0774-4,1459996222927,1,director,no that is my 11,4189372,yes,great survey guys,loved,yes,5
0774-4,1459996243540,1,matcher,ok I moved that one.,4099156,yes,This was fun!,loved,yes,5
0774-4,1459996268965,1,matcher,How about the one that looks like the person with one leg in the air?,4099156,yes,This was fun!,loved,yes,15
0774-4,1459996295966,1,director,7,4189372,yes,great survey guys,loved,yes,1
0774-4,1459996323757,1,matcher,"ok, the one the looks like a person sitting on floor?",4099156,yes,This was fun!,loved,yes,11
0774-4,1459996368551,1,director,12,4189372,yes,great survey guys,loved,yes,1
0774-4,1459996383706,1,matcher,a person pointing to the left?,4099156,yes,This was fun!,loved,yes,6
0774-4,1459996402789,1,director,2,4189372,yes,great survey guys,loved,yes,1
0774-4,1459996420992,1,matcher,a person with outstrected arms like you want to hug you?,4099156,yes,This was fun!,loved,yes,11
0774-4,1459996434825,1,matcher,"sorry, outstretched",4099156,yes,This was fun!,loved,yes,2
0774-4,1459996509124,1,director,8,4189372,yes,great survey guys,loved,yes,1
0774-4,1459996523178,1,matcher,person pointing to the right?,4099156,yes,This was fun!,loved,yes,5
0774-4,1459996569199,1,director,my bad theone you said previosly is actually 5,4189372,yes,great survey guys,loved,yes,9
0774-4,1459996581373,1,matcher,the arms?,4099156,yes,This was fun!,loved,yes,2
0774-4,1459996592869,1,director,yea,4189372,yes,great survey guys,loved,yes,1
0774-4,1459996607088,1,director,the person pointing is 8,4189372,yes,great survey guys,loved,yes,5
0774-4,1459996640566,1,matcher,mini pacman ?,4099156,yes,This was fun!,loved,yes,3
0774-4,1459996660275,1,director,the one with bunny ears is 4,4189372,yes,great survey guys,loved,yes,7
0774-4,1459996663623,1,matcher,mini pacman kinda on stick?,4099156,yes,This was fun!,loved,yes,5
0774-4,1459996681046,1,matcher,got it,4099156,yes,This was fun!,loved,yes,2
0774-4,1459996733360,1,director,the one with no arms,4189372,yes,great survey guys,loved,yes,5
0774-4,1459996752440,1,matcher,no,4099156,yes,This was fun!,loved,yes,1
0774-4,1459996755140,1,director,sitting down,4189372,yes,great survey guys,loved,yes,2
0774-4,1459996760044,1,director,is 9,4189372,yes,great survey guys,loved,yes,2
0774-4,1459996765570,1,matcher,ah,4099156,yes,This was fun!,loved,yes,1
0774-4,1459996784345,1,matcher,so not 12?,4099156,yes,This was fun!,loved,yes,3
0774-4,1459996821738,1,director,no the one with no arms or legs,4189372,yes,great survey guys,loved,yes,8
0774-4,1459996830137,1,matcher,ah,4099156,yes,This was fun!,loved,yes,1
0774-4,1459996864899,1,matcher,I have one that looks like a square with rabbit ears getting ready to roll down a triangle,4099156,yes,This was fun!,loved,yes,18
0774-4,1459996889930,1,director,4,4189372,yes,great survey guys,loved,yes,1
0774-4,1459996902804,1,matcher,I thought that was big rabbit ears?,4099156,yes,This was fun!,loved,yes,7
0774-4,1459996919918,1,matcher,with the beak?,4099156,yes,This was fun!,loved,yes,3
0774-4,1459996948153,1,director,no that one is 10,4189372,yes,great survey guys,loved,yes,5
0774-4,1459996987238,1,matcher,ok is 6 like a raptor with mouth wide open and diamond on back?,4099156,yes,This was fun!,loved,yes,14
0774-4,1459997009560,1,matcher,and 3 a mini pacman on a stick?,4099156,yes,This was fun!,loved,yes,8
0774-4,1459997020159,1,matcher,or vice versa?,4099156,yes,This was fun!,loved,yes,3
0774-4,1459997080488,1,director,3 is a diamond on a flat shape,4189372,yes,great survey guys,loved,yes,8
0774-4,1459997090646,1,director,on top,4189372,yes,great survey guys,loved,yes,2
0774-4,1459997124379,1,matcher,6 like a big wide open mouth?,4099156,yes,This was fun!,loved,yes,7
0774-4,1459997132554,1,director,yea,4189372,yes,great survey guys,loved,yes,1
0774-4,1459997181740,1,director,is that it?,4189372,yes,great survey guys,loved,yes,3
0774-4,1459997218700,1,matcher,"ok, here is what I have, 1 is pacman, 2 is person point left, 3 is mini pacman , 4 is little rabbit ears, 5 is arms out, 6 is big mouth, 7 is person leg up, 8, is person point right, 9 is no arm no leg, 10 is big rabbit, 11 is ogre, 12 is person on floor with leg.",4099156,yes,This was fun!,loved,yes,62
0774-4,1459997224757,1,matcher,sound good?,4099156,yes,This was fun!,loved,yes,2
0774-4,1459997260398,1,director,yep,4189372,yes,great survey guys,loved,yes,1
0774-4,1459997271236,1,matcher,"ok, I am sending now.",4099156,yes,This was fun!,loved,yes,5
0774-4,1459997280841,1,director,go for it,4189372,yes,great survey guys,loved,yes,3
